Unnamed: 0,prompt,response
3675,"ঠিক আছে, মা, সম্ভবত আমি এটি কিছুটা বাছাই করছিলাম।",পরের বার একটি টিস্যু ব্যবহার করুন।
3676,পরের বার একটি টিস্যু ব্যবহার করুন।,আমার কাছে টিস্যু ছিল না।
3677,আমার কাছে টিস্যু ছিল না।,তারপরে আপনি একটি টিস্যু না পাওয়া পর্যন্ত অপেক্ষা করুন।
3678,তারপরে আপনি একটি টিস্যু না পাওয়া পর্যন্ত অপেক্ষা করুন।,আমি অপেক্ষা করতে পারিনি।এটি একটি জরুরি ছিল।
3679,আমি অপেক্ষা করতে পারিনি।এটি একটি জরুরি ছিল।,ওহ সত্যিই?হয়ত আপনার 911 কল করা উচিত ছিল।
3680,ওহ সত্যিই?হয়ত আপনার 911 কল করা উচিত ছিল।,এটি এমন জরুরি অবস্থা ছিল না।
3681,আমাদের টিভি রিমোট নোংরা।,"হ্যাঁ, এটি ক্রুড দিয়ে আচ্ছাদিত।"
3682,"হ্যাঁ, এটি ক্রুড দিয়ে আচ্ছাদিত।",আমি এটি পরিষ্কার করতে যাচ্ছি।
3683,আমি এটি পরিষ্কার করতে যাচ্ছি।,এতে জল ব্যবহার করবেন না!
3684,এতে জল ব্যবহার করবেন না!,আমি একটি স্যাঁতসেঁতে কাপড় ব্যবহার করব।
3685,আমি একটি স্যাঁতসেঁতে কাপড় ব্যবহার করব।,জল কোনও ফাটল পেতে দেবেন না।
3686,জল কোনও ফাটল পেতে দেবেন না।,আমি কাপড়টি চেপে দেব যাতে এটি প্রায় শুকনো।
3687,আমি কাপড়টি চেপে দেব যাতে এটি প্রায় শুকনো।,রিমোট থেকে নম্বরগুলি ঘষবেন না।
3688,রিমোট থেকে নম্বরগুলি ঘষবেন না।,আমি আলতোভাবে তবে দৃ ly ়তার সাথে ঘষে।
3689,আমি আলতোভাবে তবে দৃ ly ়তার সাথে ঘষে।,"দয়া করে এটি দ্রুত করুন, যাতে আমি বিজ্ঞাপনের সময় চ্যানেলগুলি পরিবর্তন করতে পারি।"
3690,"দয়া করে এটি দ্রুত করুন, যাতে আমি বিজ্ঞাপনের সময় চ্যানেলগুলি পরিবর্তন করতে পারি।",আমি কয়েক মিনিটের মধ্যে আপনাকে এটি ফিরিয়ে দেব।
3691,আমি কয়েক মিনিটের মধ্যে আপনাকে এটি ফিরিয়ে দেব।,এটি পরিষ্কার রাখতে আমাদের এটি একটি প্লাস্টিকের ব্যাগে রাখা উচিত।
